Stock,Price,Beta,Volume,Avg 3 Month Vol,Market Cap,P/E,EPS,MR This Week,MR Last Week,Change,Mean Target,Median Target,High Target,Low Target,Num Brokers
EXPE,69.20,0.02,"1,315,507","2,823,680",9.02B,67.64,1.02,2.6,2.6,0.0,65.59,63.50,80.00,56.00,22
EXPD,43.25,1.02,"753,169","1,089,950",8.89B,25.74,1.68,2.3,2.3,0.0,47.81,48.00,67.00,40.00,16
ACRX,12.08,1.79,"615,133","798,856",519.91M,N/A,-1.46,1.7,1.7,0.0,15.36,15.00,20.00,12.00,7
ETAK,1.23,0.71,"99,438","311,906",164.69M,N/A,-0.19,2.0,2.0,0.0,2.25,2.25,2.25,2.25,1
CWCO,13.52,0.92,"135,549","142,178",198.01M,17.63,0.77,2.3,2.3,0.0,13.50,13.50,15.00,12.00,2
MDGN,6.72,1.42,"53,630","61,244",123.72M,N/A,-0.89,2.0,2.0,0.0,14.00,14.00,14.00,14.00,1
VSCP,3.50,2.6,"26,853","14,467",10.43M,N/A,-0.93,2.0,2.0,0.0,8.75,8.75,8.75,8.75,1
TSLA,149.56,1.2,"4,698,839","11,476,800",18.34B,N/A,-1.26,2.4,2.4,0.0,162.08,187.50,230.00,45.00,12
TLR,0.17,1.33,"44,636","127,884",12.98M,N/A,-0.06,2.0,2.0,0.0,1.35,1.35,1.35,1.35,1
CADX,9.03,1,"505,489","757,336",777.37M,N/A,-0.59,2.1,2.1,0.0,10.28,10.13,15.00,7.00,8
WRES,3.12,2.81,"398,338","544,827",227.26M,7.34,0.43,2.3,2.3,0.0,4.63,4.63,5.25,4.00,2
DWSN,33.90,1.83,"29,245","41,729",269.61M,25.88,1.31,2.0,2.0,0.0,39.80,39.00,45.00,37.00,5
SINO,2.64,-0.96,"22,947","44,233",12.42M,N/A,-0.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CADC,4.81,2.39,"21,183","5,133",7.15M,N/A,-16.18,3.0,3.0,0.0,2.65,2.65,2.65,2.65,1
WBB,13.91,N/A,"3,127","4,081",71.53M,N/A,-0.06
ABIO,1.71,2.42,"726,183","1,150,930",26.80M,N/A,-1.28,2.0,2.0,0.0,3.75,3.75,3.75,3.75,1
ZINC,16.76,2.03,"377,858","457,530",845.32M,N/A,-0.44,1.8,1.8,0.0,16.50,16.00,20.00,14.00,6
FWLT,31.77,2.12,"1,177,999","1,076,470",3.13B,23.14,1.37,2.3,2.3,0.0,33.18,34.00,38.00,26.00,14
SOHOL,26.06,N/A,0,"2,710",265.92M,N/A,-0.15
VSCI,1.04,1.29,"101,936","77,146",47.99M,N/A,-0.16,2.0,2.0,0.0,3.00,3.00,3.00,3.00,1
PVTBP,26.09,N/A,"3,755","4,051",0,0,0,0,0,0
AVNR,3.31,1.11,"1,312,369","2,514,920",503.47M,N/A,-0.53,1.9,1.9,0.0,8.19,7.50,13.00,4.50,8
TFSL,12.00,1.04,"197,517","264,048",3.63B,66.67,0.18,2.0,2.0,0.0,13.50,13.50,13.50,13.50,1
PNBK,1.05,0.43,"10,500","14,948",40.34M,N/A,-0.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TEAR,10.11,3.18,"302,943","523,086",334.77M,N/A,-0.96,1.4,1.4,0.0,16.80,17.00,19.00,15.00,5
GALTU,20.26,N/A,0,113,0,0,0,0,0,0
UVSP,20.64,0.94,"24,767","45,398",336.08M,16.25,1.27,3.0,3.0,0.0,21.00,21.00,21.00,21.00,1
ARRS,24.62,0.74,"1,190,404","1,988,520",3.41B,N/A,-0.24,1.9,1.9,0.0,23.44,23.00,30.00,17.00,9
PEIX,5.08,3.76,"302,612","524,294",78.94M,N/A,-1.47,3.0,3.0,0.0,0.96,0.96,0.96,0.96,1
RPI,0.90,1.1,0,"7,214",9.01M,N/A,-0.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ARRY,5.01,2.47,"1,019,620","1,739,630",619.67M,N/A,-0.58,1.5,1.5,0.0,7.50,8.00,9.00,4.00,6
SGMO,13.56,1.72,"430,218","781,402",837.97M,N/A,-0.41,1.8,1.8,0.0,17.00,16.50,20.00,15.00,4
AKAM,46.45,1.72,"960,420","2,238,590",8.31B,30.16,1.54,2.3,2.3,0.0,53.44,55.00,66.00,35.00,17
TBAC,0.27,1.17,"85,597","61,900",1.93M,N/A,-2.64,N/A,N/A,N/A,14.65,14.65,14.65,14.65,1
RBY,0.87,1.01,"616,030","771,678",252.31M,N/A,-0.03,2.5,2.5,0.0,1.86,1.86,2.12,1.60,2
BEAT,8.00,0.7,"382,990","684,989",206.04M,N/A,-0.46,1.7,1.7,0.0,14.67,15.00,15.00,14.00,3
BEAV,85.92,1.14,"553,998","952,438",9.00B,25.42,3.38,1.7,1.7,0.0,92.10,89.00,111.00,73.00,20
XOMA,7.09,3.01,"1,979,730","1,937,440",659.92M,N/A,-0.84,1.7,1.7,0.0,8.06,8.00,9.00,6.50,8
UACL,30.12,1.52,"48,977","20,852",905.80M,17.21,1.75,1.7,1.7,0.0,30.29,32.00,35.00,20.00,7
ALXN,131.72,0.69,"683,980","1,045,540",25.83B,74.50,1.77,1.9,1.9,0.0,131.91,129.00,172.00,106.00,22
ALXA,4.89,1.86,"80,295","106,063",84.49M,N/A,-2.72,2.0,2.0,0.0,8.50,8.50,10.00,7.00,2
ICAD,11.15,2.33,"43,194","157,698",120.98M,N/A,-0.55,2.5,2.5,0.0,13.00,13.00,13.00,13.00,1
IPCC,70.79,0.56,"68,361","28,057",813.02M,26.60,2.66,2.8,2.8,0.0,70.33,70.00,86.00,55.00,3
TESO,19.60,2.18,"140,682","232,360",766.52M,17.52,1.12,2.3,2.3,0.0,21.25,21.00,26.00,18.00,8
UBNK,18.85,0.92,"30,030","70,208",370.44M,41.70,0.45,2.0,2.0,0.0,21.75,21.50,22.25,21.50,3
KEQU,15.76,0.76,"6,374","5,416",41.21M,10.10,1.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MEILW,0.50,N/A,"7,200",N/A,0,0,0,0,0,0
ULTA,94.92,0.45,"708,228","1,085,610",6.10B,31.13,3.05,2.0,2.0,0.0,117.18,115.00,145.00,105.00,11
BGMD,1.50,3.37,"12,469,998","1,459,350",41.88M,N/A,-0.66,1.0,2.0,1.50,1.50,1.50,1.50,1
IPCI,3.65,0.85,"198,049","1,264,360",77.51M,N/A,-0.35,1.7,1.7,0.0,7.83,7.50,9.00,7.00,3
LGIH,17.91,N/A,"105,213","212,444",371.87M,23.94,0.75,1.8,1.8,0.0,18.50,18.50,19.00,18.00,4
IPCM,57.47,1.4,"172,042","92,143",972.74M,24.44,2.35,2.8,2.7,0.1,53.69,53.00,70.00,46.00,13
AMSWA,9.94,0.71,"64,818","60,984",273.42M,28.81,0.35,2.0,2.0,0.0,10.50,10.50,10.50,10.50,1
NKTR,11.97,1.76,"632,382","898,514",1.39B,N/A,-1.45,2.1,2.1,0.0,14.00,14.00,20.00,9.00,8
FIBK,28.00,1.33,"93,316","95,992",1.23B,15.05,1.86,3.0,3.0,0.0,27.00,27.00,29.00,25.00,6
FUEL,59.36,N/A,"191,552","371,300",1.95B,N/A,-2.72,2.0,2.0,0.0,61.43,63.00,75.00,45.00,7
IMMR,10.52,1.69,"144,007","193,044",300.85M,76.79,0.14,1.3,1.3,0.0,16.67,16.00,19.00,15.00,3
IMMU,4.92,0.84,"1,087,773","1,165,130",409.02M,N/A,-0.12,1.8,1.8,0.0,7.25,7.50,8.00,6.00,4
ROLL,69.36,0.75,"127,696","74,278",1.58B,30.90,2.25,2.4,2.4,0.0,69.88,70.00,76.00,64.00,8
GTU,43.41,0,"43,918","89,049",837.73M,N/A,-16.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NFLX,363.10,2.13,"1,545,555","3,253,980",21.52B,303.85,1.20,3.0,3.0,0.0,343.68,360.00,460.00,158.00,27
CVCY,11.70,0.73,"5,743","14,370",127.69M,15.81,0.74,3.0,3.0,0.0,11.00,11.00,11.00,11.00,1
PCCC,24.48,0.63,"53,608","67,667",640.62M,18.69,1.31,2.3,2.3,0.0,20.11,19.00,23.00,18.32,3
AXX,1.55,2,"5,287","3,403",201.72M,N/A,-0.19
ROICW,2.75,N/A,"10,010","20,146",0,0,0,0,0,0
FNLC,17.13,0.86,"4,789","15,122",182.74M,14.53,1.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGEN,2.80,2.36,"458,834","642,356",99.32M,N/A,-1.24,1.8,1.8,0.0,9.75,7.50,19.00,5.00,4
AXN,0.24,3.1,"35,251","14,783",11.87M,N/A,-0.37,1.0,1.0,0.0,4.00,4.00,4.00,4.00,1
OSIS,53.36,1.09,"364,360","380,570",1.07B,24.83,2.15,1.4,1.4,0.0,78.80,82.00,88.00,60.00,5
GST,6.46,2.92,"1,048,829","910,365",370.54M,10.19,0.63,2.1,2.1,0.0,5.25,5.00,7.00,3.00,9
KCAP,8.01,1.47,"201,639","227,114",264.66M,8.47,0.95,2.6,2.6,0.0,9.34,9.25,10.00,8.87,4
IRWD,12.03,2.23,"602,546","955,881",1.45B,N/A,-2.35,2.6,2.6,0.0,13.59,13.00,25.00,9.00,17
CAMBU,10.02,N/A,"4,504",N/A,0,0,0,0,0,0
ACUR,1.67,1.74,"253,020","279,059",80.70M,N/A,-0.28,2.0,2.0,0.0,2.75,2.75,3.50,2.00,2
RRGB,69.10,0.95,"279,960","144,959",991.38M,31.41,2.20,2.3,2.3,0.0,86.67,90.00,97.00,72.00,12
TRIP,80.92,0.97,"1,284,502","2,270,210",11.50B,53.80,1.50,2.5,2.5,0.0,80.14,80.00,105.00,55.00,22
DVCR,4.91,-0.33,842,"3,710",29.86M,N/A,-1.61,3.0,3.0,0.0,6.00,6.00,6.00,6.00,1
ENSG,44.92,0.86,"111,383","81,389",988.42M,79.22,0.57,2.1,2.1,0.0,48.40,48.00,51.00,46.00,5
ROIQU,10.11,N/A,0,602,0,0,0,0,0,0
ROIQW,0.50,N/A,0,"1,456",0,0,0,0,0,0
HTCH,3.21,1.03,"164,747","197,079",90.01M,N/A,-1.35,2.7,2.7,0.0,4.44,4.44,5.38,3.50,2
PZG,0.87,1.1,"609,907","603,886",134.82M,N/A,-0.06,2.0,2.0,0.0,1.59,1.59,1.60,1.58,2
AAIT,31.67,4.10M,"3,774","1,784",0,0,0,0,0,0
HTCO,13.23,1.06,"17,695","30,046",179.68M,21.69,0.61,1.0,1.0,0.0,9.50,9.50,9.50,9.50,1
PCLN,"1,132.68",1.16,"624,006","607,454",58.25B,39.22,28.88,1.9,1.9,0.0,"1,220.71","1,210.00","1,500.00",900.00,28
CLNE,12.71,1.79,"766,830","1,350,890",1.14B,N/A,-0.82,2.8,2.8,0.0,13.89,14.00,23.00,5.00,9
IMCB,15.75,0.15,0,475,101.48M,20.70,0.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EXEL,6.13,2.75,"941,720","1,520,140",1.13B,N/A,-1.23,2.4,2.4,0.0,6.00,5.00,9.00,4.50,6
FRAN,18.31,2.43,"648,051","1,143,950",769.22M,16.80,1.09,2.1,2.1,0.0,22.00,22.00,30.00,18.00,14
AWRE,6.06,1.06,"29,480","70,543",136.77M,19.61,0.31,N/A,N/A,N/A,6.00,6.00,6.00,6.00,1
OFS,12.93,N/A,"35,554","34,784",0,0,0,0,0,0,2.4,2.4,0.0,14.33,14.00,15.00,14.00,3
CLNT,5.80,1.56,"273,222","758,917",20.32M,2.68,2.17,3.0,3.0,0.0,N/A,N/A,N/A,N/A,N/A
BGCP,6.10,1.81,"913,025","1,069,040",1.31B,13.53,0.45,2.5,2.5,0.0,6.38,6.25,7.00,6.00,4
LOAN,1.74,0.01,"3,423","11,605",7.39M,13.35,0.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NYNY,5.09,0.72,"80,506","157,771",184.52M,N/A,-0.31,N/A,N/A,N/A,10.00,10.00,10.00,10.00,1
HAWK,25.18,N/A,"116,227","157,389",1.31B,31.36,0.80,2.2,2.2,0.0,25.45,26.00,30.00,18.00,11
VONE,84.54,1.06B,"16,284","14,924",0,0,0,0,0,0
VALU,11.85,0.77,"5,683","9,735",116.57M,18.46,0.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CAVM,33.92,1.73,"486,051","731,908",1.76B,N/A,-1.60,2.3,2.3,0.0,41.05,45.00,50.00,22.00,19
XGTI,1.69,18.62,"170,024","152,578",21.37M,N/A,-3.92,2.0,2.0,0.0,3.25,3.25,3.25,3.25,1
NWLI,221.27,1.08,"2,490","4,117",804.10M,8.60,25.74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ZIXI,4.54,0.71,"167,056","376,919",280.39M,30.27,0.15,2.0,2.0,0.0,5.67,5.50,6.00,5.50,3
PHF,7.93,N/A,"40,333","39,871",0,0,0,0,0,0
CHNR,10.80,-0.08,"1,138,826","24,764",269.23M,N/A,-1.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CTRX,47.62,-0.05,"861,610","1,865,830",9.82B,42.56,1.12,1.9,1.9,0.0,62.63,62.50,72.00,50.00,22
BRCM,28.97,0.87,"6,107,790","8,668,760",16.45B,33.41,0.87,2.3,2.3,0.0,31.17,32.00,39.00,22.00,38
MZA,13.15,0.17,"7,517","11,311",60.23M,N/A,-0.72
INBK,21.42,0.22,"35,493","16,592",61.28M,11.27,1.90,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SHLM,34.45,1.68,"108,056","108,179",1.00B,38.62,0.89,2.8,2.8,0.0,31.00,31.00,31.00,31.00,1
BRCD,8.86,1.03,"3,011,692","5,464,820",3.93B,19.69,0.45,3.0,3.0,0.0,8.69,9.00,11.00,6.00,17
CRMT,42.06,0.51,"28,828","50,132",379.26M,13.26,3.17,3.0,3.0,0.0,38.33,38.00,40.00,37.00,3
SHLO,17.49,0.74,"263,814","137,832",298.08M,13.77,1.27,3.0,3.0,0.0,0.00,0.00,0.00,0.00,0
SKY,5.18,1.85,"5,450","19,462",43.47M,N/A,-1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ESRX,70.00,1.68,"3,899,182","4,566,780",56.41B,31.47,2.22,2.0,2.0,0.0,73.68,74.50,83.00,62.00,22
CRMB,0.77,1.76,"49,358","158,573",8.96M,N/A,-1.38,1.0,1.0,0.0,2.00,2.00,2.00,2.00,1
CRMD,1.49,-0.36,"282,056","97,659",21.53M,N/A,-0.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CTAS,59.35,0.74,"526,530","557,200",7.11B,22.73,2.61,2.7,2.7,0.0,59.44,60.00,63.00,54.00,9
PMBC,6.21,0.54,"2,111","20,625",117.95M,N/A,-0.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TRST,7.13,0.95,"150,989","337,529",673.45M,17.22,0.41,2.5,2.5,0.0,7.25,7.25,8.00,6.50,2
ACGL,56.27,0.52,"1,206,792","328,271",7.51B,14.06,4.00,2.9,2.9,0.0,58.77,59.00,68.00,50.00,13
HOVNP,15.23,N/A,"28,884","9,444",2.12B,70.84,0.22
OKSB,15.97,2.04,"65,495","65,403",314.66M,27.25,0.59,1.8,1.8,0.0,18.00,18.25,19.00,16.50,4
TCX,12.32,0.74,"80,164","50,768",134.31M,39.11,0.32,2.5,2.5,0.0,10.00,10.00,10.00,10.00,1
IXYS,12.60,2.25,"48,989","73,660",392.19M,85.71,0.15,1.5,1.5,0.0,14.00,14.00,15.00,13.00,2
MFI,8.50,0.3,"45,058","22,300",122.70M,12.88,0.66,1.0,1.0,0.0,0.00,0.00,0.00,0.00,0
AMNB,25.24,0.71,"13,847","17,068",199.04M,12.02,2.10,3.0,3.0,0.0,24.00,24.00,24.00,24.00,1
SHLD,46.13,2.88,"967,019","1,289,750",4.91B,N/A,-14.11,4.0,4.0,0.0,30.00,25.00,45.00,20.00,3
MAGS,3.68,0.88,"7,925","8,940",59.42M,N/A,-0.05,3.0,3.0,0.0,N/A,N/A,N/A,N/A,N/A
HWKN,36.51,1.14,"41,661","20,840",387.23M,24.31,1.50,1.0,1.0,0.0,40.00,40.00,40.00,40.00,1
IRBT,34.87,1.93,"570,048","650,711",1.01B,54.40,0.64,2.0,2.0,0.0,39.83,39.50,45.00,32.00,6
STBA,25.03,1.4,"58,725","50,971",744.34M,15.44,1.62,3.0,3.0,0.0,25.83,26.00,26.50,25.00,3
INPH,4.43,2.38,"8,963","9,594",30.78M,N/A,-0.49,N/A,N/A,N/A,19.80,19.80,19.80,19.80,1
FEFN,30.28,6.19M,653,"1,121",0,0,0,0,0,0
MHH,14.31,2.42,"6,029","28,486",60.09M,17.04,0.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IBKC,61.91,0.93,"80,877","136,346",1.84B,29.33,2.11,2.5,2.5,0.0,63.70,64.50,70.00,57.00,10
MHE,11.82,N/A,"2,280","9,370",0,0,0,0,0,0
CSGS,29.18,1.11,"73,729","158,908",926.55M,16.30,1.79,2.8,2.8,0.0,27.75,27.00,33.00,24.00,4
CSGP,184.08,0.99,"74,517","127,802",5.29B,236.91,0.78,2.0,2.0,0.0,193.56,195.00,210.00,174.25,4
REDF,2.51,4.08,"379,371","128,383",69.28M,N/A,-0.26,N/A,N/A,N/A,3.50,3.50,3.50,3.50,1
IBKR,24.63,0.94,"545,039","510,641",1.23B,28.57,0.86,2.2,2.2,0.0,20.00,20.00,21.00,19.00,4
EBTC,20.80,1.36,"20,141","13,762",207.29M,15.52,1.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LIME,3.17,1.43,"114,421","22,611",11.39M,N/A,-8.06,3.0,3.0,0.0,N/A,N/A,N/A,N/A,N/A
PAAS,11.84,1.01,"1,710,016","2,080,130",1.79B,N/A,-1.25,3.0,3.0,0.0,12.25,12.00,16.24,10.00,13
SPCHA,1.09,0.61,702,"6,832",15.47M,N/A,-0.71
SPCHB,1.28,0.31,0,692,18.10M,N/A,-0.71,3.0,3.0,0.0,1.25,1.25,1.25,1.25,1
OPHT,32.32,N/A,"68,807","208,795",1.01B,N/A,-1.56,1.5,1.5,0.0,45.50,44.50,56.00,37.00,4
NVY,11.97,N/A,"48,626","15,783",0,0,0,0,0,0
NVX,12.74,-0.13,"27,652","47,452",188.03M,N/A,-1.48
MCHX,9.69,0.01,"161,835","147,633",345.79M,N/A,-0.95,1.8,1.8,0.0,11.50,11.50,12.00,11.00,5
ANV,3.93,0.97,"4,479,327","4,045,520",408.50M,11.46,0.34,3.8,3.6,0.2,5.49,4.72,9.42,3.00,6
MELI,103.93,2.08,"317,881","609,717",4.59B,43.39,2.40,3.0,3.0,0.0,125.09,135.00,159.00,75.00,11
MCHP,44.54,1.18,"1,133,118","2,051,820",8.84B,37.81,1.18,2.2,2.2,0.0,47.40,47.00,52.00,42.00,15
IGC,1.00,5.26,"66,588","50,600",7.48M,N/A,-0.38
OPHC,1.59,3.67,"16,866","16,378",12.69M,N/A,-0.90,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MELA,0.65,0.26,"218,426","363,203",30.79M,N/A,-0.70,2.0,2.0,0.0,1.00,1.00,1.00,1.00,1
ONTY,1.80,1.04,"378,846","602,154",124.77M,N/A,-0.66,2.0,2.0,0.0,3.33,4.00,5.00,1.00,3
MPWR,34.27,1.6,"295,032","378,902",1.31B,84.20,0.41,2.0,2.0,0.0,34.44,35.00,40.00,29.00,9
BDBD,15.33,0.42,"298,648","381,535",918.93M,102.89,0.15,2.0,2.0,0.0,17.31,17.75,19.00,15.00,8
HPOL,1.99,2.49,"21,562","176,990",116.02M,18.09,0.11,N/A,N/A,N/A,1.00,1.00,1.00,1.00,1
REXI,9.50,1.45,"41,468","43,889",188.21M,N/A,-0.07,N/A,N/A,N/A,15.65,15.65,15.65,15.65,1
ATLO,22.45,1.12,"4,903","11,840",209.01M,14.89,1.51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PEBK,14.86,1.61,"23,848","3,421",83.41M,14.14,1.05,3.0,3.0,0.0,13.00,13.00,13.00,13.00,1
ATLC,3.36,1.17,"23,834","6,317",45.94M,N/A,-1.48,4.0,4.0,0.0,3.00,3.00,3.00,3.00,1
EMAN,2.86,3.05,"23,413","46,159",67.83M,N/A,-0.18,2.0,2.0,0.0,3.60,3.60,3.60,3.60,1
PRFT,23.26,1.67,"247,824","208,290",768.25M,36.34,0.64,2.0,2.0,0.0,23.00,23.00,25.00,21.00,3
HWG,9.72,2.94,"1,351","1,256",14.82M,N/A,-4.70,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OMED,28.96,N/A,"65,202","304,551",807.98M,N/A,-19.12,1.5,1.5,0.0,29.00,28.50,32.00,27.00,4
OMEX,2.06,1.41,"778,479","1,364,630",172.19M,N/A,-0.29,2.0,2.0,0.0,6.50,6.50,7.00,6.00,2
NJV,13.65,N/A,"5,181","6,729",0,0,0,0,0,0
ARMH,53.55,1.15,"1,971,538","1,642,200",24.96B,102.00,0.53,2.1,2.1,0.0,52.28,55.50,64.50,17.89,12
HNSN,1.65,1.22,"327,224","244,125",159.09M,N/A,-0.48,3.0,3.0,0.0,2.00,1.76,3.00,1.50,4
COOL,0.57,2.67,"178,171","212,390",23.35M,N/A,-0.27,3.0,3.0,0.0,1.00,1.00,1.00,1.00,1
TGLSW,1.08,N/A,"2,700",N/A,0,0,0,0,0,0
NATL,22.99,0.57,"13,441","24,148",453.39M,26.15,0.88,3.4,3.4,0.0,27.33,27.00,28.00,27.00,3
ATRC,18.11,1.36,"105,815","99,408",380.65M,N/A,-0.44,1.6,1.6,0.0,18.50,18.50,20.00,17.00,4
ATRI,293.95,0.45,"1,857","2,490",588.49M,23.10,12.73,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
YORW,20.69,0.61,"17,336","19,110",267.77M,28.38,0.73,2.5,2.5,0.0,21.00,21.00,22.00,20.00,2
SODA,48.32,1.22,"785,760","900,711",1.01B,21.06,2.29,2.7,2.7,0.0,76.63,78.50,100.00,58.00,8
ATRM,7.40,0.85,"102,645","90,038",7.98M,N/A,-3.39,N/A,N/A,N/A,3.00,3.00,3.00,3.00,1
SMMF,10.01,1.2,247,"2,321",74.58M,13.03,0.77,3.0,3.0,0.0,5.00,5.00,5.00,5.00,1
ATRO,51.30,0.53,"88,926","81,081",900.01M,29.35,1.75,1.3,1.3,0.0,60.33,60.00,65.00,56.00,3
LOCM,1.61,1.65,"105,487","97,749",37.09M,N/A,-0.73,1.7,1.7,0.0,3.00,3.25,4.50,1.00,4
ATRS,4.56,0.58,"1,671,288","1,729,610",581.92M,N/A,-0.16,1.2,1.2,0.0,6.38,6.50,6.50,6.00,4
LPDX,4.30,N/A,"44,252","63,444",65.20M,N/A,-0.86,2.3,2.3,0.0,8.19,7.00,12.75,6.00,4
HEB,0.27,1.88,"557,195","1,060,260",45.78M,N/A,-0.11,2.0,2.0,0.0,N/A,N/A,N/A,N/A,N/A
BCPC,57.87,0.54,"128,073","95,606",1.74B,40.19,1.44,1.8,1.8,0.0,60.67,61.00,65.00,56.00,3
KOSS,5.07,-0.06,"5,371","4,413",37.43M,7.42,0.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TISA,5.84,1.64,"65,197","77,660",68.21M,56.15,0.10,2.0,2.0,0.0,7.00,7.00,7.00,7.00,1
MLNK,5.56,1.7,"98,267","208,432",285.99M,N/A,-0.60,2.0,2.0,0.0,22.50,22.50,22.50,22.50,1
RADA,1.50,1.83,"7,544","11,478",13.38M,N/A,-0.33
TRAK,49.25,1.79,"462,646","288,878",2.16B,684.03,0.07,2.6,2.6,0.0,49.75,51.25,60.00,40.00,6
MLNX,39.31,0.39,"188,520","713,141",1.72B,595.61,0.07,2.5,2.5,0.0,47.67,42.00,69.00,38.00,15
CHXF,51.29,21.72M,"8,939","10,016",0,0,0,0,0,0
FFKT,22.14,0.49,"11,678","15,354",165.52M,14.90,1.49,3.0,3.0,0.0,21.50,21.50,22.00,21.00,2
MBFI,31.61,1.34,"358,250","233,510",1.72B,17.56,1.80,2.6,2.6,0.0,32.29,33.00,35.00,29.00,7
FFKY,5.25,3.06,900,"6,589",25.53M,N/A,-0.80,3.0,3.0,0.0,5.50,5.50,5.50,5.50,1
SFBC,16.90,0.313,"4,765","3,408",40.31M,11.83,1.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ETRM,2.34,1.59,"1,857,206","1,723,140",142.03M,N/A,-0.52,1.8,1.8,0.0,4.00,3.00,7.00,3.00,5
EIP,11.53,N/A,"1,245","10,521",0,0,0,0,0,0
ARCW,25.47,1.45,"45,883","110,122",149.69M,32.78,0.78,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ARCP,12.91,-0.11,"1,464,452","5,327,280",2.39B,N/A,-1.55,2.0,2.0,0.0,16.00,16.00,18.00,15.00,5
YONG,6.42,0.39,"346,490","302,713",325.40M,2.13,3.02,N/A,N/A,N/A,4.50,4.50,4.50,4.50,1
EIV,11.03,N/A,"40,618","46,848",0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EVBS,7.05,0.64,545,"12,484",83.08M,N/A,-0.71,2.0,2.0,0.0,7.00,7.00,7.00,7.00,1
KRFT,53.45,N/A,"2,055,889","2,974,480",31.85B,17.26,3.10,2.5,2.5,0.0,58.28,59.00,62.00,53.00,18
EIA,10.64,-0.39,"7,536","18,400",41.34M,N/A,-0.88
EVBN,21.45,0.94,127,"3,597",89.68M,10.89,1.97,2.0,2.0,0.0,25.00,25.00,25.00,25.00,1
SLMBP,67.53,N/A,"10,176","13,656",29.46B,20.69,3.26
ARCC,17.59,N/A,"1,517,527","1,769,420",0,0,0,0,0,0,1.9,1.9,0.0,18.79,19.00,20.00,17.00,17
WTFC,45.65,1.18,"227,176","337,756",1.82B,17.17,2.66,2.7,2.7,0.0,47.09,48.00,52.75,42.00,8
RCG,1.38,1.06,"7,478","6,262",6.16M,3.70,0.37
EIM,11.32,N/A,"254,457","240,994",0,0,0,0,0,0
ARCI,2.94,1.4,"10,033","30,578",16.38M,"2,940.00",0.00,3.0,3.0,0.0,4.00,4.00,4.00,4.00,1
EIO,11.14,N/A,"12,585","11,827",0,0,0,0,0,0
LTXC,8.46,1.29,"629,762","443,567",408.03M,N/A,-0.25,1.6,1.6,0.0,10.05,9.75,12.50,9.00,5
FAX,5.83,N/A,"611,530","1,156,110",0,0,0,0,0,0
KGJI,1.76,0.29,"161,725","305,494",114.11M,3.93,0.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KERX,12.83,4.42,"1,997,517","2,993,170",1.06B,N/A,-0.46,1.6,1.6,0.0,22.10,22.00,28.00,16.00,10
IMRS,1.57,1.13,"159,851","109,827",81.69M,N/A,-0.55,2.0,2.0,0.0,4.04,3.75,7.06,2.20,6
EMITF,1.32,3.02,"54,115","16,721",32.85M,N/A,-3.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AWAY,40.45,0.62,"607,419","1,450,620",3.47B,144.46,0.28,2.4,2.4,0.0,37.54,35.00,50.00,30.00,13
RDEN,33.86,0.98,"609,995","223,457",1.00B,20.82,1.63,2.8,2.8,0.0,38.71,36.00,50.00,33.00,7
NTLS,20.18,1.09,"202,059","290,090",425.62M,17.03,1.19,2.4,2.4,0.0,23.00,24.50,25.00,18.00,4
ROCK,18.63,2.29,"127,244","80,318",571.89M,N/A,-0.44,2.3,2.3,0.0,20.00,20.00,22.00,18.00,2
PKOH,50.98,2.77,"41,923","37,010",611.86M,14.73,3.46,2.0,2.0,0.0,50.00,50.00,65.00,35.00,2
